Coder Initial,"Potential_Law_On_MKT ((1=True, 0=False)",Notes in Support of LawonMkt,Potential Stocks or Sectors,decisionType,docket,term,dateDecision,caseName,dateArgument,,caseId,docketId,caseIssuesId,voteId,dateDecision,decisionType,usCite,sctCite,ledCite,lexisCite,term,naturalCourt,chief,docket,caseName,dateArgument,dateRearg,petitioner,petitionerState,respondent,respondentState,jurisdiction,adminAction,adminActionState,threeJudgeFdc,caseOrigin,caseOriginState,caseSource,caseSourceState,lcDisagreement,certReason,lcDisposition,lcDispositionDirection,declarationUncon,caseDisposition,caseDispositionUnusual,partyWinning,precedentAlteration,voteUnclear,issue,issueArea,decisionDirection,decisionDirectionDissent,authorityDecision1,authorityDecision2,lawType,lawSupp,lawMinor,majOpinWriter,majOpinAssigner,splitVote,majVotes,minVotes
dk,1,,PPL (this is the UK arm of PPL),1,16041,2012,5/20/2013,"PPL CORPORATION AND SUBSIDIARIES, PETITIONERS v. COMMISSIONER OF INTERNAL REVENUE",2/20/2013,,2012-045,2012-045-01,2012-045-01-01,2012-045-01-01-01,5/20/2013,1,,,,2013 U.S. LEXIS 3979,2012,1704,Roberts,Dec-43,"PPL CORPORATION AND SUBSIDIARIES, PETITIONERS v. COMMISSIONER OF INTERNAL REVENUE",2/20/2013,,240,,369,,1,69,,0,23,,23,,0,2,3,2,1,3,0,1,0,0,120010,12,2,0,4,5,3,345,NA,108,111,1,9,0
dk,0,,,1,12-547,2012,5/20/2013,"LINDA METRISH, WARDEN, PETITIONER v. BURT LANCASTER",4/24/2013,,2012-046,2012-046-01,2012-046-01-01,2012-046-01-01-01,5/20/2013,1,,,,2013 U.S. LEXIS 3839,2012,1704,Roberts,12-547,"LINDA METRISH, WARDEN, PETITIONER v. BURT LANCASTER",4/24/2013,,28,27,126,,1,,,0,81,,26,,1,12,5,2,1,3,0,1,0,0,10020,1,1,0,,,3,341,NA,109,111,1,9,0
dk,0,,,1,12-236,2012,5/20/2013,"KATHLEEN SEBELIUS, SECRETARY OF HEALTH AND HUMAN SERVICES, PETITIONER v. MELISSA CLOER",3/19/2013,,2012-047,2012-047-01,2012-047-01-01,2012-047-01-01-01,5/20/2013,1,,,,2013 U.S. LEXIS 3840,2012,1704,Roberts,12-236,"KATHLEEN SEBELIUS, SECRETARY OF HEALTH AND HUMAN SERVICES, PETITIONER v. MELISSA CLOER",3/19/2013,,363,,206,,1,63,,0,3,,8,,1,12,11,2,1,2,0,0,0,0,60010,6,2,0,4,,6,600,42-300 a a,113,111,1,9,0
dk,0,,,1,12-126,2012,5/28/2013,"GREG MCQUIGGIN, WARDEN, PETITIONER v. FLOYD PERKINS",2/25/2013,,2012-048,2012-048-01,2012-048-01-01,2012-048-01-01-01,5/28/2013,1,,,,2013 U.S. LEXIS 4068,2012,1704,Roberts,12-126,"GREG MCQUIGGIN, WARDEN, PETITIONER v. FLOYD PERKINS",2/25/2013,,126,,28,27,1,117,27,0,82,,26,,0,2,3,2,1,5,0,1,1,0,10020,1,2,0,5,,3,341,NA,109,106,1,5,4
dk,0,,,1,11-10189,2012,5/28/2013,"CARLOS TREVINO, PETITIONER v. RICK THALER, DIRECTOR, TEXAS DEPARTMENT OF CRIMINAL JUSTICE, CORRECTIONAL INSTITUTIONS DIVISION",2/25/2013,,2012-049,2012-049-01,2012-049-01-01,2012-049-01-01-01,5/28/2013,1,,,,2013 U.S. LEXIS 3980,2012,1704,Roberts,11-10189,"CARLOS TREVINO, PETITIONER v. RICK THALER, DIRECTOR, TEXAS DEPARTMENT OF CRIMINAL JUSTICE, CORRECTIONAL INSTITUTIONS DIVISION",2/25/2013,,19,51,126,,1,,,0,122,,25,,0,12,12,2,1,5,0,1,0,0,20330,2,2,0,5,,3,341,NA,110,106,1,5,4
dk,0,,,1,12-207,2012,6/3/2013,"MARYLAND, PETITIONER v. ALONZO JAY KING, JR.",2/26/2013,,2012-050,2012-050-01,2012-050-01-01,2012-050-01-01-01,6/3/2013,1,,,,2013 U.S. LEXIS 4165,2012,1704,Roberts,12-207,"MARYLAND, PETITIONER v. ALONZO JAY KING, JR.",2/26/2013,,28,25,126,,1,,,0,302,25,300,25,1,6,1,2,1,3,0,1,0,0,10050,1,1,0,2,,2,205,NA,106,111,1,5,4
dk,0,,,1,11-1221,2012,6/3/2013,"JACQUELINE HILLMAN, PETITIONER v. JUDY A. MARETTA",4/22/2013,,2012-051,2012-051-01,2012-051-01-01,2012-051-01-01-01,6/3/2013,1,,,,2013 U.S. LEXIS 4167,2012,1704,Roberts,11-1221,"JACQUELINE HILLMAN, PETITIONER v. JUDY A. MARETTA",4/22/2013,,253,,236,,1,,,0,302,55,300,55,0,6,2,2,1,2,0,0,0,0,100030,10,2,0,5,5,6,600,feglia 8705 (e);  5 usc 8705 (e),113,111,1,9,0
dk,0,,,2,12-694,2012,6/3/2013,"NEVADA, et al., PETITIONERS v. CALVIN OÕNEIL JACKSON",,,2012-052,2012-052-01,2012-052-01-01,2012-052-01-01-01,6/3/2013,2,,,,2013 U.S. LEXIS 4166,2012,1704,Roberts,12-694,"NEVADA, et al., PETITIONERS v. CALVIN OÕNEIL JACKSON",,,28,33,126,,1,,,0,52,,29,,1,12,,1,1,4,0,1,0,0,90110,9,1,0,,5,3,341,NA,,111,1,9,0
dk,0,,,1,12-123,2012,6/10/2013,"MARVIN D. HORNE, et al., PETITIONERS v. DEPARTMENT OF AGRICULTURE",3/20/2013,,2012-053,2012-053-01,2012-053-01-01,2012-053-01-01-01,6/10/2013,1,,,,2013 U.S. LEXIS 4357,2012,1704,Roberts,12-123,"MARVIN D. HORNE, et al., PETITIONERS v. DEPARTMENT OF AGRICULTURE",3/20/2013,,152,,27,,1,4,,0,49,,29,,0,2,2,1,1,4,0,1,0,0,40070,4,2,0,1,,1,122,NA,113,111,1,9,0
dk,0,,,1,22981,2012,6/10/2013,"MARVIN PEUGH, PETITIONER v. UNITED STATES",2/26/2013,,2012-054,2012-054-01,2012-054-01-01,2012-054-01-01-01,6/10/2013,1,,,,2013 U.S. LEXIS 4359,2012,1704,Roberts,Dec-62,"MARVIN PEUGH, PETITIONER v. UNITED STATES",2/26/2013,,152,,27,,1,,,0,66,,27,,0,2,2,1,1,4,0,1,0,0,10390,1,2,0,1,4,1,122,NA,113,106,1,5,4
dk,0,,,1,12-135,2012,6/10/2013,"OXFORD HEALTH PLANS LLC, PETITIONER v. JOHN IVAN SUTTER",3/25/2013,,2012-055,2012-055-01,2012-055-01-01,2012-055-01-01-01,6/10/2013,1,,,,2013 U.S. LEXIS 4358,2012,1704,Roberts,12-135,"OXFORD HEALTH PLANS LLC, PETITIONER v. JOHN IVAN SUTTER",3/25/2013,,165,,206,,1,,,0,92,,23,,0,12,2,1,1,2,0,0,0,0,80160,8,1,0,4,,6,600,1-Sep,114,111,1,9,0
dk,0,,,1,11-798,2012,6/13/2013,"AMERICAN TRUCKING ASSOCIATIONS, INC., PETITIONER v. CITY OF LOS ANGELES, CALIFORNIA, et al.",4/16/2013,,2012-056,2012-056-01,2012-056-01-01,2012-056-01-01-01,6/13/2013,1,,,,2013 U.S. LEXIS 4539,2012,1704,Roberts,11-798,"AMERICAN TRUCKING ASSOCIATIONS, INC., PETITIONER v. CITY OF LOS ANGELES, CALIFORNIA, et al.",4/16/2013,,245,,3,6,1,,,0,,,29,,0,11,2,3,1,4,0,1,0,0,100030,10,2,0,4,,6,600,49-14501,114,111,1,9,0
dk,1,Are there any companies that are heavily reliant on this or related water sources?,,1,11-889,2012,6/13/2013,"TARRANT REGIONAL WATER DISTRICT, PETITIONER v. RUDOLF JOHN HERRMANN, et al.",4/23/2013,,2012-057,2012-057-01,2012-057-01-01,2012-057-01-01-01,6/13/2013,1,,,,2013 U.S. LEXIS 4542,2012,1704,Roberts,11-889,"TARRANT REGIONAL WATER DISTRICT, PETITIONER v. RUDOLF JOHN HERRMANN, et al.",4/23/2013,,4,51,15,,1,,,0,302,42,30,,0,12,2,1,1,2,0,0,0,0,100030,10,2,0,4,,5,510,NA,113,111,1,9,0
dk,0,,,1,12-167,2012,6/13/2013,"UNITED STATES, PETITIONER v. ANTHONY DAVILA",4/15/2013,,2012-058,2012-058-01,2012-058-01-01,2012-058-01-01-01,6/13/2013,1,,133 S. Ct. 2139,186 L. Ed. 2d 139,2013 U.S. LEXIS 4541,2012,1704,Roberts,12-167,"UNITED STATES, PETITIONER v. ANTHONY DAVILA",4/15/2013,,27,,137,,1,,,0,61,,31,,0,2,3,2,1,5,0,1,0,0,10370,1,1,0,4,,4,401,NA,109,111,1,9,0
dk,1,The set of impacted patents are a core part of the business,MYGN (NASDAQ) and whatelse,1,12-398,2012,6/13/2013,"ASSOCIATION FOR MOLECULAR PATHOLOGY, et al., PETITIONERS v. MYRIAD GENETICS, INC., et al.",4/15/2013,,2012-059,2012-059-01,2012-059-01-01,2012-059-01-01-01,6/13/2013,1,,,,2013 U.S. LEXIS 4540,2012,1704,Roberts,12-398,"ASSOCIATION FOR MOLECULAR PATHOLOGY, et al., PETITIONERS v. MYRIAD GENETICS, INC., et al.",4/15/2013,,165,,165,,1,,,0,,,8,,1,12,7,2,1,7,0,1,0,0,10430,1,1,0,4,3,6,600,35-101,108,111,1,9,0
dk,0,,,1,12-246,2012,6/17/2013,"GENOVEVO SALINAS, PETITIONER v. TEXAS",4/17/2013,,2012-060,2012-060-01,2012-060-01-01,2012-060-01-01-01,6/17/2013,1,,,,2013 U.S. LEXIS 4697,2012,1704,Roberts,12-246,"GENOVEVO SALINAS, PETITIONER v. TEXAS",4/17/2013,,100,,28,51,1,,,0,302,51,300,51,0,8,2,1,1,2,0,0,0,0,10090,1,1,0,2,,2,210,NA,112,111,1,5,4
dk,1,,ACT (NYSE),1,12-416,2012,6/17/2013,"FEDERAL TRADE COMMISSION, PETITIONER v. ACTAVIS, INC., et al.",3/25/2013,,2012-061,2012-061-01,2012-061-01-01,2012-061-01-01-01,6/17/2013,1,,,,2013 U.S. LEXIS 4545,2012,1704,Roberts,12-416,"FEDERAL TRADE COMMISSION, PETITIONER v. ACTAVIS, INC., et al.",3/25/2013,,357,,143,,1,,,0,,,31,,0,9,2,1,1,3,0,1,0,0,10430,1,2,0,4,,3,367,NA,110,106,1,5,3
dk,0,,,1,13089,2012,6/17/2013,"ALLEN RYAN ALLEYNE, PETITIONER v. UNITED STATES",1/14/2013,,2012-062,2012-062-01,2012-062-01-01,2012-062-01-01-01,6/17/2013,1,,,,2013 U.S. LEXIS 4543,2012,1704,Roberts,Nov-35,"ALLEN RYAN ALLEYNE, PETITIONER v. UNITED STATES",1/14/2013,,126,,27,,1,,,0,126,,24,,0,13,2,1,1,5,0,1,1,0,10560,1,2,0,1,1,2,217,NA,108,108,1,5,4
dk,0,,,1,41998,2012,6/17/2013,"EDWARD F. MARACICH, et al., PETITIONERS v. MICHAEL EUGENE SPEARS et al.",1/9/2013,,2012-063,2012-063-01,2012-063-01-01,2012-063-01-01-01,6/17/2013,1,,,,2013 U.S. LEXIS 4546,2012,1704,Roberts,25-Dec,"EDWARD F. MARACICH, et al., PETITIONERS v. MICHAEL EUGENE SPEARS et al.",1/9/2013,,214,,111,,1,,,0,114,,24,,0,13,2,1,1,5,0,0,0,0,60020,6,1,0,4,,8,800,NA,106,111,1,5,4
dk,0,,,1,26268,2012,6/17/2013,"ARIZONA, et al., PETITIONERS v. THE INTER TRIBAL COUNCIL OF ARIZONA, INC., et al.",3/18/2013,,2012-064,2012-064-01,2012-064-01-01,2012-064-01-01-01,6/17/2013,1,,,,2013 U.S. LEXIS 4544,2012,1704,Roberts,Dec-71,"ARIZONA, et al., PETITIONERS v. THE INTER TRIBAL COUNCIL OF ARIZONA, INC., et al.",3/18/2013,,28,4,170,,1,,,0,45,,29,,0,12,1,2,1,2,0,0,0,0,20010,2,2,0,4,,6,600,42-1973,105,111,1,7,2
dk,0,,,1,41983,2012,6/20/2013,"AGENCY FOR INTERNATIONAL DEVELOPMENT, et al., PETITIONERS v. ALLIANCE FOR OPEN SOCIETY INTERNATIONAL, INC., et al.",4/22/2013,,2012-065,2012-065-01,2012-065-01-01,2012-065-01-01-01,6/20/2013,1,,,,2013 U.S. LEXIS 605,2012,1704,Roberts,10-Dec,"AGENCY FOR INTERNATIONAL DEVELOPMENT, et al., PETITIONERS v. ALLIANCE FOR OPEN SOCIETY INTERNATIONAL, INC., et al.",4/22/2013,,363,,214,,1,63,,0,,,22,,1,12,2,2,1,2,0,0,0,0,30010,3,2,0,1,3,2,200,NA,111,111,1,6,2
dk,1,Perhaps there is something here … does not seem likely as well as for the other credit card providers?, AXP (NYSE),1,12-133,2012,6/20/2013,"AMERICAN EXPRESS COMPANY, et al., PETITIONERS v. ITALIAN COLORS RESTAURANT, et al.",2/27/2013,,2012-066,2012-066-01,2012-066-01-01,2012-066-01-01-01,6/20/2013,1,,,,2013 U.S. LEXIS 1060,2012,1704,Roberts,12-133,"AMERICAN EXPRESS COMPANY, et al., PETITIONERS v. ITALIAN COLORS RESTAURANT, et al.",2/27/2013,,135,,228,,1,,,0,,,22,,0,11,4,2,1,3,0,0,0,0,80160,8,1,0,4,7,6,600,1-Sep,105,111,1,5,3
dk,0,,,1,14916,2012,6/20/2013,"MATTHEW ROBERT DESCAMPS, PETITIONER v. UNITED STATES",1/7/2013,,2012-067,2012-067-01,2012-067-01-01,2012-067-01-01-01,6/20/2013,1,,,,2012 U.S. LEXIS 4698,2012,1704,Roberts,Nov-40,"MATTHEW ROBERT DESCAMPS, PETITIONER v. UNITED STATES",1/7/2013,,126,,27,,1,,,0,50,,29,,1,2,2,1,1,3,0,1,0,0,10560,1,2,0,3,,8,800,NA,114,111,1,8,1
dk,0,,,1,11-345,2012,6/24/2013,"ABIGAIL NOEL FISHER, PETITIONER v. UNIVERSITY OF TEXAS AT AUSTIN et al.",10/10/2012,,2012-068,2012-068-01,2012-068-01-01,2012-068-01-01-01,6/24/2013,1,,,,2013 U.S. LEXIS 4701,2012,1704,Roberts,11-345,"ABIGAIL NOEL FISHER, PETITIONER v. UNIVERSITY OF TEXAS AT AUSTIN et al.",10/10/2012,,239,,26,51,1,,,0,122,,25,,1,12,2,2,1,5,0,1,0,0,20070,2,1,0,2,,2,231,NA,106,111,1,7,1
dk,1,This should favor the market movement of the Parent Company,Parent is SUNPHARMA (NSE India),1,12-142,2012,6/24/2013,"MUTUAL PHARMACEUTICAL COMPANY, INC., PETITIONER v. KAREN L. BARTLETT",3/19/2013,,2012-069,2012-069-01,2012-069-01-01,2012-069-01-01-01,6/24/2013,1,,,,2013 U.S. LEXIS 4702,2012,1704,Roberts,12-142,"MUTUAL PHARMACEUTICAL COMPANY, INC., PETITIONER v. KAREN L. BARTLETT",3/19/2013,,143,,204,,1,,,0,91,,21,,1,12,2,2,1,3,0,1,0,0,100030,10,2,0,4,,3,332,NA,112,111,1,5,4
dk,0,,,1,11-556,2012,6/24/2013,"MAETTA VANCE, PETITIONER v. BALL STATE UNIVERSITY",11/26/2012,,2012-070,2012-070-01,2012-070-01-01,2012-070-01-01-01,6/24/2013,1,,,,2013 U.S. LEXIS 4703,2012,1704,Roberts,11-556,"MAETTA VANCE, PETITIONER v. BALL STATE UNIVERSITY",11/26/2012,,11,18,26,18,1,,,0,69,,27,,0,2,2,1,1,2,0,0,0,0,20400,2,1,0,3,5,3,384,NA,112,111,1,5,4
dk,0,,,1,12-418,2012,6/24/2013,"UNITED STATES, PETITIONER v. ANTHONY JAMES KEBODEAUX",4/17/2013,,2012-071,2012-071-01,2012-071-01-01,2012-071-01-01-01,6/24/2013,1,,,,2013 U.S. LEXIS 4715,2012,1704,Roberts,12-418,"UNITED STATES, PETITIONER v. ANTHONY JAMES KEBODEAUX",4/17/2013,,27,,137,,1,,,0,,,25,,1,13,2,1,1,4,0,1,0,0,10550,1,1,0,1,,1,120,NA,110,111,1,7,2
dk,0,,,1,12-484,2012,6/24/2013,"UNIVERSITY OF TEXAS SOUTHWESTERN MEDICAL CENTER, PETITIONER v. NAIEL NASSAR",4/24/2013,,2012-072,2012-072-01,2012-072-01-01,2012-072-01-01-01,6/24/2013,1,,,,2013 U.S. LEXIS 4704,2012,1704,Roberts,12-484,"UNIVERSITY OF TEXAS SOUTHWESTERN MEDICAL CENTER, PETITIONER v. NAIEL NASSAR",4/24/2013,,167,,206,,1,,,0,120,,25,,1,11,6,2,1,5,0,1,0,0,20400,2,1,0,4,5,3,384,NA,106,111,1,5,4
dk,0,,,2,12-1084,2012,6/24/2013,RYAN v. SCHAD,,,2012-076,2012-076-01,2012-076-01-01,2012-076-01-01-01,6/24/2013,2,,,,2013 U.S. LEXIS 4705,2012,1704,Roberts,12-1084,RYAN v. SCHAD,,,4,4,126,,1,,,0,300,4,29,,1,12,5,1,1,5,0,1,0,0,20330,2,,0,,5,4,400,NA,,111,1,9,0
dk,0,,,1,35400,2012,6/25/2013,SHELBY COUNTY v. HOLDER,2/27/2013,,2012-073,2012-073-01,2012-073-01-01,2012-073-01-01-01,6/25/2013,1,,,,2013 U.S. LEXIS 4917,2012,1704,Roberts,Dec-96,SHELBY COUNTY v. HOLDER,2/27/2013,,5,1,327,,1,,,0,55,,32,,1,12,2,2,2,3,0,1,0,0,20020,2,1,0,4,2,3,378,NA,111,111,1,5,4
dk,0,,,1,11-1447,2012,6/25/2013,KOONTZ v. ST. JOHNS RIVER WATER MGMT. DIST.,1/15/2013,,2012-074,2012-074-01,2012-074-01-01,2012-074-01-01-01,6/25/2013,1,,,,2013 U.S. LEXIS 4918,2012,1704,Roberts,11-1447,KOONTZ v. ST. JOHNS RIVER WATER MGMT. DIST.,1/15/2013,,195,,18,12,1,117,12,0,302,12,300,12,0,2,3,2,1,4,0,1,0,0,40070,4,2,0,2,,2,211,NA,112,111,1,5,4
dk,0,,,1,12-399,2012,6/25/2013,ADOPTIVE COUPLE v. BABY GIRL,4/16/2013,,2012-075,2012-075-01,2012-075-01-01,2012-075-01-01-01,6/25/2013,1,,,,2013 U.S. LEXIS 4916,2012,1704,Roberts,12-399,ADOPTIVE COUPLE v. BABY GIRL,4/16/2013,,202,,129,,1,117,48,0,302,48,300,48,0,12,2,2,1,4,0,1,0,0,20150,2,1,0,4,,6,600,25-1912 (f),112,111,1,5,4
dk,0,,,1,12-144,2012,6/26/2013,HOLLINGSWORTH v. PERRY,3/26/2013,,2012-077,2012-077-01,2012-077-01-01,2012-077-01-01-01,6/26/2013,1,,,,2013 U.S. LEXIS 4919,2012,1704,Roberts,12-144,HOLLINGSWORTH v. PERRY,3/26/2013,,251,,162,,1,,,0,50,,29,,0,12,2,2,1,5,0,0,0,0,90240,9,1,0,1,,1,139,NA,111,111,1,5,4
dk,0,,,1,12-357,2012,6/26/2013,SEKHAR v. UNITED STATES,4/23/2013,,2012-078,2012-078-01,2012-078-01-01,2012-078-01-01-01,6/26/2013,1,,,,2013 U.S. LEXIS 4920,2012,1704,Roberts,12-357,SEKHAR v. UNITED STATES,4/23/2013,,126,,27,,1,,,0,96,,22,,0,12,2,3,1,3,0,1,0,0,10470,1,2,0,4,,6,600,18-1951 (a),105,111,1,9,0
dk,0,,,1,12-307,2012,6/26/2013,UNITED STATES v. WINDSOR,3/27/2013,,2012-079,2012-079-01,2012-079-01-01,2012-079-01-01-01,6/26/2013,1,,,,2013 U.S. LEXIS 4921,2012,1704,Roberts,12-307,UNITED STATES v. WINDSOR,3/27/2013,,14,,162,,1,69,,0,96,,22,,0,12,2,2,2,2,0,0,0,0,40010,4,2,0,1,,6,600,DOMA,106,106,1,5,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dk,0,,,2,10-1115,2011,10/31/2011,"JAVIER CAVAZOS, ACTING WARDEN v. SHIRLEY REE SMITH",,,2011-001,2011-001-01,2011-001-01-01,2011-001-01-01-01,10/31/2011,2,,132 S. Ct. 2,181 L. Ed. 2d 311,2011 U.S. LEXIS 7603,2011,1704,Roberts,10-1115,"JAVIER CAVAZOS, ACTING WARDEN v. SHIRLEY REE SMITH",,,28,6,126,,1,,,0,48,,29,,0,12,4,2,1,4,0,1,0,0,10020,1,1,0,4,,3,341,NA,,111,1,6,3
dk,0,,,2,10-1540,2011,11/7/2011,"DAVID BOBBY, WARDEN v. ARCHIE DIXON",,,2011-003,2011-003-01,2011-003-01-01,2011-003-01-01-01,11/7/2011,2,,132 S. Ct. 26,181 L. Ed. 2d 328,2011 U.S. LEXIS 7926,2011,1704,Roberts,10-1540,"DAVID BOBBY, WARDEN v. ARCHIE DIXON",,,28,41,215,,1,,,0,103,,26,,0,12,1,2,1,4,0,1,0,0,10100,1,1,0,2,,2,209,NA,,111,1,9,0
dk,0,,,2,10-1521,2011,11/7/2011,KPMG LLP v. ROBERT COCCHI et al.,,,2011-004,2011-004-01,2011-004-01-01,2011-004-01-01-01,11/7/2011,2,,132 S. Ct. 23,181 L. Ed. 2d 323,2011 U.S. LEXIS 7924,2011,1704,Roberts,10-1521,KPMG LLP v. ROBERT COCCHI et al.,,,119,,173,,1,,,0,302,12,301,12,0,12,2,2,1,5,0,1,0,0,80160,8,1,0,4,,6,600,1-Sep,,111,1,9,0
dk,0,,,1,10-637,2011,11/8/2011,"ERIC GREENE, AKA JARMAINE Q. TRICE v. JON FISHER, SUPERINTENDENT, STATE CORRECTIONAL INSTITUTION AT SMITHFIELD, et al.",10/11/2011,,2011-002,2011-002-01,2011-002-01-01,2011-002-01-01-01,11/8/2011,1,,132 S. Ct. 38,181 L. Ed. 2d 336,2011 U.S. LEXIS 8077,2011,1704,Roberts,10-637,"ERIC GREENE, AKA JARMAINE Q. TRICE v. JON FISHER, SUPERINTENDENT, STATE CORRECTIONAL INSTITUTION AT SMITHFIELD, et al.",10/11/2011,,126,,28,45,1,,,0,109,,23,,1,12,2,1,1,2,0,1,0,0,10020,1,1,0,4,,3,341,NA,105,111,1,9,0
dk,0,,,2,27334,2011,12/12/2011,"MARCUS HARDY, WARDEN v. IRVING L. CROSS",,,2011-012,2011-012-01,2011-012-01-01,2011-012-01-01-01,12/12/2011,2,,132 S. Ct. 490,181 L. Ed. 2d 468,2011 U.S. LEXIS 9019,2011,1704,Roberts,Nov-74,"MARCUS HARDY, WARDEN v. IRVING L. CROSS",,,28,17,215,,1,,,0,66,,27,,0,12,3,2,1,3,0,1,0,0,10270,1,1,0,2,,2,213,NA,,111,1,9,0
dk,0,,,1,10-694,2011,12/12/2011,"JOEL JUDULANG, PETITIONER v. ERIC H. HOLDER, JR., ATTORNEY GENERAL",10/12/2011,,2011-013,2011-013-01,2011-013-01-01,2011-013-01-01-01,12/12/2011,1,,132 S. Ct. 476,181 L. Ed. 2d 449,2011 U.S. LEXIS 9018,2011,1704,Roberts,10-694,"JOEL JUDULANG, PETITIONER v. ERIC H. HOLDER, JR., ATTORNEY GENERAL",10/12/2011,,106,,1,,1,7,,0,29,,29,,0,2,2,1,1,4,0,1,0,0,20110,2,2,0,4,,3,344,NA,114,111,1,9,0
dk,0,,,1,10-895,2011,1/10/2012,"RAFAEL ARRIAZA GONZALES v. RICK THALER, DIRECTOR, TEXAS DEPARTMENT OF CRIMINAL JUSTICE, CORRECTIONAL INSTITUTIONS DIVISION",11/2/2011,,2011-005,2011-005-01,2011-005-01-01,2011-005-01-01-01,1/10/2012,1,,132 S. Ct. 641,181 L. Ed. 2d 619,2012 U.S. LEXIS 574,2011,1704,Roberts,10-895,"RAFAEL ARRIAZA GONZALES v. RICK THALER, DIRECTOR, TEXAS DEPARTMENT OF CRIMINAL JUSTICE, CORRECTIONAL INSTITUTIONS DIVISION",11/2/2011,,126,,28,51,1,,,0,120,,25,,0,11,2,1,1,2,0,0,0,0,90480,9,1,0,4,,3,341,NA,113,111,1,8,1
dk,0,,,1,10-1104,2011,1/10/2012,"MARGARET MINNECI, et al. v. RICHARD LEE POLLARD et al.",11/1/2011,,2011-006,2011-006-01,2011-006-01-01,2011-006-01-01-01,1/10/2012,1,,132 S. Ct. 617,181 L. Ed. 2d 606,2012 U.S. LEXIS 573,2011,1704,Roberts,10-1104,"MARGARET MINNECI, et al. v. RICHARD LEE POLLARD et al.",11/1/2011,,145,,126,,1,,,0,49,,29,,0,12,3,2,1,3,0,1,0,0,10140,1,1,0,2,7,2,221,NA,110,111,1,8,1
dk,1,Potentially an Impact …,Formerly NASDAQ: CCRT- now NASDAQ: ATLC,1,10-948,2011,1/10/2012,COMPUCREDIT CORPORATION et al. v. WANDA GREENWOOD et al.,10/11/2011,,2011-007,2011-007-01,2011-007-01-01,2011-007-01-01-01,1/10/2012,1,,132 S. Ct. 665,181 L. Ed. 2d 586,2012 U.S. LEXIS 575,2011,1704,Roberts,10-948,COMPUCREDIT CORPORATION et al. v. WANDA GREENWOOD et al.,10/11/2011,,135,,134,,1,,,0,50,,29,,1,12,2,2,1,4,0,1,0,0,80160,8,1,0,4,,6,600,15-1679,105,111,1,8,1
dk,0,,,1,16711,2011,1/10/2012,"JUAN SMITH v. BURL CAIN, WARDEN",11/8/2011,,2011-008,2011-008-01,2011-008-01-01,2011-008-01-01-01,1/10/2012,1,,132 S. Ct. 627,181 L. Ed. 2d 571,2012 U.S. LEXIS 576,2011,1704,Roberts,Oct-45,"JUAN SMITH v. BURL CAIN, WARDEN",11/8/2011,,126,,28,22,1,,,0,302,22,300,22,0,12,9,1,1,4,0,1,0,0,10160,1,2,0,2,,2,230,NA,111,111,1,8,1
dk,0,,,1,27303,2011,1/11/2012,BARION PERRY v. NEW HAMPSHIRE,11/2/2011,,2011-009,2011-009-01,2011-009-01-01,2011-009-01-01-01,1/11/2012,1,,132 S. Ct. 716,181 L. Ed. 2d 694,2012 U.S. LEXIS 579,2011,1704,Roberts,Oct-74,BARION PERRY v. NEW HAMPSHIRE,11/2/2011,,100,,28,34,1,,,0,302,34,300,34,0,2,2,1,1,2,0,1,0,0,10150,1,2,0,2,7,2,230,NA,109,111,1,8,1
dk,0,,,1,10-507,2011,1/11/2012,"PACIFIC OPERATORS OFFSHORE, LLP, et al. v. LUISA L. VALLADOLID ET AL",10/11/2011,,2011-010,2011-010-01,2011-010-01-01,2011-010-01-01-01,1/11/2012,1,,132 S. Ct. 680,181 L. Ed. 2d 675,2012 U.S. LEXIS 577,2011,1704,Roberts,10-507,"PACIFIC OPERATORS OFFSHORE, LLP, et al. v. LUISA L. VALLADOLID ET AL",10/11/2011,,198,,145,,1,11,,0,29,,29,,0,2,3,2,1,2,0,1,0,0,80040,8,2,0,4,,3,349,NA,108,111,1,9,0
dk,0,,,1,10-553,2011,1/11/2012,"HOSANNA-TABOR EVANGELICAL LUTHERAN CHURCH AND SCHOOL v. EQUAL EMPLOYMENT OPPORTUNITY COMMISSION, et al.",10/5/2011,,2011-011,2011-011-01,2011-011-01-01,2011-011-01-01-01,1/11/2012,1,,132 S. Ct. 694,181 L. Ed. 2d 650,2012 U.S. LEXIS 578,2011,1704,Roberts,10-553,"HOSANNA-TABOR EVANGELICAL LUTHERAN CHURCH AND SCHOOL v. EQUAL EMPLOYMENT OPPORTUNITY COMMISSION, et al.",10/5/2011,,130,,332,,1,32,,0,81,,26,,0,12,5,1,1,3,0,1,0,0,30160,3,2,0,1,,2,202,NA,111,111,1,9,0
