case,caseDisposition,caseName,dateArgument,dateDecision,docket,issue,issueArea,lawType,lowerCourtDisagreement,petitioner,respondent,sctCite,shortName,term,testPart,ticker,voteMargin
58,3.0,"AMERICAN INSURANCE ASSOCIATION, et al. v. JOHN GARAMENDI, INSURANCE COMMISSIONER, STATE OF CALIFORNIA",4/23/2003,6/23/2003,02-722,100030.0,10.0,1.0,0.0,159.0,19.0,123 S.Ct. 2374,"American Ins. Ass'n v. Garamendi, Ins. Comm'r of CA",2002,XLF,TRV.7041,1
59,5.0,"GREEN TREE FINANCIAL CORP., NKA CONSECO FINANCE CORP. v. LYNN W. BAZZLE et al., IN A REPRESENTATIVE CAPACITY ON BEHALF OF A CLASS AND FOR ALL OTHERS SIMILARLY SITUATED, et al.",4/22/2003,6/23/2003,02-634,80160.0,8.0,6.0,0.0,135.0,138.0,123 S.Ct. 2402,"Green Tree Fin., NKA Conseco Fin. v. Bazzle",2002,XLF,WAC,1
59,5.0,"GREEN TREE FINANCIAL CORP., NKA CONSECO FINANCE CORP. v. LYNN W. BAZZLE et al., IN A REPRESENTATIVE CAPACITY ON BEHALF OF A CLASS AND FOR ALL OTHERS SIMILARLY SITUATED, et al.",4/22/2003,6/23/2003,02-634,80160.0,8.0,6.0,0.0,135.0,138.0,123 S.Ct. 2402,"Green Tree Fin., NKA Conseco Fin. v. Bazzle",2002,,WAC,1
59,5.0,"GREEN TREE FINANCIAL CORP., NKA CONSECO FINANCE CORP. v. LYNN W. BAZZLE et al., IN A REPRESENTATIVE CAPACITY ON BEHALF OF A CLASS AND FOR ALL OTHERS SIMILARLY SITUATED, et al.",4/22/2003,6/23/2003,02-634,80160.0,8.0,6.0,0.0,135.0,138.0,123 S.Ct. 2402,"Green Tree Fin., NKA Conseco Fin. v. Bazzle",2002,,XLF,1
60,9.0,"NIKE, INC., et al. v. MARC KASKY",4/23/2003,6/26/2003,02-575,90150.0,9.0,,1.0,184.0,214.0,123 S.Ct. 2554,Nike v. Kasky,2002,XLY,NKE,3
60,9.0,"NIKE, INC., et al. v. MARC KASKY",4/23/2003,6/26/2003,02-575,90150.0,9.0,,1.0,184.0,214.0,123 S.Ct. 2554,Nike v. Kasky,2002,,NKE,3
60,9.0,"NIKE, INC., et al. v. MARC KASKY",4/23/2003,6/26/2003,02-575,90150.0,9.0,,1.0,184.0,214.0,123 S.Ct. 2554,Nike v. Kasky,2002,,XLY,3
61,5.0,RAYTHEON COMPANY v. JOEL HERNANDEZ,10/8/2003,12/2/2003,02-749,20210.0,2.0,3.0,0.0,151.0,145.0,124 S.Ct. 513,Raytheon v. Hernandez,2003,,RTN,7
61,5.0,RAYTHEON COMPANY v. JOEL HERNANDEZ,10/8/2003,12/2/2003,02-749,20210.0,2.0,3.0,0.0,151.0,145.0,124 S.Ct. 513,Raytheon v. Hernandez,2003,,XLF,7
61,5.0,RAYTHEON COMPANY v. JOEL HERNANDEZ,10/8/2003,12/2/2003,02-749,20210.0,2.0,3.0,0.0,151.0,145.0,124 S.Ct. 513,Raytheon v. Hernandez,2003,,XLI,7
61,5.0,RAYTHEON COMPANY v. JOEL HERNANDEZ,10/8/2003,12/2/2003,02-749,20210.0,2.0,3.0,0.0,151.0,145.0,124 S.Ct. 513,Raytheon v. Hernandez,2003,XLF,RTN,7
61,5.0,RAYTHEON COMPANY v. JOEL HERNANDEZ,10/8/2003,12/2/2003,02-749,20210.0,2.0,3.0,0.0,151.0,145.0,124 S.Ct. 513,Raytheon v. Hernandez,2003,XLF,XLI,7
61,5.0,RAYTHEON COMPANY v. JOEL HERNANDEZ,10/8/2003,12/2/2003,02-749,20210.0,2.0,3.0,0.0,151.0,145.0,124 S.Ct. 513,Raytheon v. Hernandez,2003,XLI,RTN,7
61,5.0,RAYTHEON COMPANY v. JOEL HERNANDEZ,10/8/2003,12/2/2003,02-749,20210.0,2.0,3.0,0.0,151.0,145.0,124 S.Ct. 513,Raytheon v. Hernandez,2003,XLI,XLF,7
62,4.0,"VERIZON COMMUNICATIONS INC. v. LAW OFFICES OF CURTIS v. TRINKO, LLP",10/14/2003,1/13/2004,02-682,80010.0,8.0,3.0,0.0,205.0,111.0,124 S.Ct. 872,Verizon v. Law Offices of Curtis V. Trinko,2003,,T,9
62,4.0,"VERIZON COMMUNICATIONS INC. v. LAW OFFICES OF CURTIS v. TRINKO, LLP",10/14/2003,1/13/2004,02-682,80010.0,8.0,3.0,0.0,205.0,111.0,124 S.Ct. 872,Verizon v. Law Offices of Curtis V. Trinko,2003,,VZ,9
62,4.0,"VERIZON COMMUNICATIONS INC. v. LAW OFFICES OF CURTIS v. TRINKO, LLP",10/14/2003,1/13/2004,02-682,80010.0,8.0,3.0,0.0,205.0,111.0,124 S.Ct. 872,Verizon v. Law Offices of Curtis V. Trinko,2003,,IYZ,9
62,4.0,"VERIZON COMMUNICATIONS INC. v. LAW OFFICES OF CURTIS v. TRINKO, LLP",10/14/2003,1/13/2004,02-682,80010.0,8.0,3.0,0.0,205.0,111.0,124 S.Ct. 872,Verizon v. Law Offices of Curtis V. Trinko,2003,,XLY,9
62,4.0,"VERIZON COMMUNICATIONS INC. v. LAW OFFICES OF CURTIS v. TRINKO, LLP",10/14/2003,1/13/2004,02-682,80010.0,8.0,3.0,0.0,205.0,111.0,124 S.Ct. 872,Verizon v. Law Offices of Curtis V. Trinko,2003,XLY,T,9
62,4.0,"VERIZON COMMUNICATIONS INC. v. LAW OFFICES OF CURTIS v. TRINKO, LLP",10/14/2003,1/13/2004,02-682,80010.0,8.0,3.0,0.0,205.0,111.0,124 S.Ct. 872,Verizon v. Law Offices of Curtis V. Trinko,2003,XLY,VZ,9
62,4.0,"VERIZON COMMUNICATIONS INC. v. LAW OFFICES OF CURTIS v. TRINKO, LLP",10/14/2003,1/13/2004,02-682,80010.0,8.0,3.0,0.0,205.0,111.0,124 S.Ct. 872,Verizon v. Law Offices of Curtis V. Trinko,2003,XLY,IYZ,9
62,4.0,"VERIZON COMMUNICATIONS INC. v. LAW OFFICES OF CURTIS v. TRINKO, LLP",10/14/2003,1/13/2004,02-682,80010.0,8.0,3.0,0.0,205.0,111.0,124 S.Ct. 872,Verizon v. Law Offices of Curtis V. Trinko,2003,IYZ,T,9
62,4.0,"VERIZON COMMUNICATIONS INC. v. LAW OFFICES OF CURTIS v. TRINKO, LLP",10/14/2003,1/13/2004,02-682,80010.0,8.0,3.0,0.0,205.0,111.0,124 S.Ct. 872,Verizon v. Law Offices of Curtis V. Trinko,2003,IYZ,VZ,9
62,4.0,"VERIZON COMMUNICATIONS INC. v. LAW OFFICES OF CURTIS v. TRINKO, LLP",10/14/2003,1/13/2004,02-682,80010.0,8.0,3.0,0.0,205.0,111.0,124 S.Ct. 872,Verizon v. Law Offices of Curtis V. Trinko,2003,IYZ,XLY,9
63,3.0,"GENERAL DYNAMICS LAND SYSTEMS, INC. v. DENNIS CLINE et al.",11/12/2003,2/24/2004,02-1080,20060.0,2.0,3.0,1.0,151.0,145.0,124 S.Ct. 1236,General Dynamics Land Sys. v. Cline,2003,XLF,GD,3
63,3.0,"GENERAL DYNAMICS LAND SYSTEMS, INC. v. DENNIS CLINE et al.",11/12/2003,2/24/2004,02-1080,20060.0,2.0,3.0,1.0,151.0,145.0,124 S.Ct. 1236,General Dynamics Land Sys. v. Cline,2003,XLF,XLI,3
63,3.0,"GENERAL DYNAMICS LAND SYSTEMS, INC. v. DENNIS CLINE et al.",11/12/2003,2/24/2004,02-1080,20060.0,2.0,3.0,1.0,151.0,145.0,124 S.Ct. 1236,General Dynamics Land Sys. v. Cline,2003,XLI,GD,3
63,3.0,"GENERAL DYNAMICS LAND SYSTEMS, INC. v. DENNIS CLINE et al.",11/12/2003,2/24/2004,02-1080,20060.0,2.0,3.0,1.0,151.0,145.0,124 S.Ct. 1236,General Dynamics Land Sys. v. Cline,2003,XLI,XLF,3
63,3.0,"GENERAL DYNAMICS LAND SYSTEMS, INC. v. DENNIS CLINE et al.",11/12/2003,2/24/2004,02-1080,20060.0,2.0,3.0,1.0,151.0,145.0,124 S.Ct. 1236,General Dynamics Land Sys. v. Cline,2003,,GD,3
63,3.0,"GENERAL DYNAMICS LAND SYSTEMS, INC. v. DENNIS CLINE et al.",11/12/2003,2/24/2004,02-1080,20060.0,2.0,3.0,1.0,151.0,145.0,124 S.Ct. 1236,General Dynamics Land Sys. v. Cline,2003,,XLF,3
63,3.0,"GENERAL DYNAMICS LAND SYSTEMS, INC. v. DENNIS CLINE et al.",11/12/2003,2/24/2004,02-1080,20060.0,2.0,3.0,1.0,151.0,145.0,124 S.Ct. 1236,General Dynamics Land Sys. v. Cline,2003,,XLI,3
64,3.0,"HOUSEHOLD CREDIT SERVICES, INC. AND MBNA AMERICA BANK, N. A. v. SHARON R. PFENNIG",2/23/2004,4/21/2004,02-857,80170.0,8.0,3.0,0.0,135.0,134.0,124 S.Ct. 1741,Household Credit Serv's v. Pfennig,2003,XLF,AXP,9
64,3.0,"HOUSEHOLD CREDIT SERVICES, INC. AND MBNA AMERICA BANK, N. A. v. SHARON R. PFENNIG",2/23/2004,4/21/2004,02-857,80170.0,8.0,3.0,0.0,135.0,134.0,124 S.Ct. 1741,Household Credit Serv's v. Pfennig,2003,XLF,V,9
64,3.0,"HOUSEHOLD CREDIT SERVICES, INC. AND MBNA AMERICA BANK, N. A. v. SHARON R. PFENNIG",2/23/2004,4/21/2004,02-857,80170.0,8.0,3.0,0.0,135.0,134.0,124 S.Ct. 1741,Household Credit Serv's v. Pfennig,2003,XLF,XLY,9
64,3.0,"HOUSEHOLD CREDIT SERVICES, INC. AND MBNA AMERICA BANK, N. A. v. SHARON R. PFENNIG",2/23/2004,4/21/2004,02-857,80170.0,8.0,3.0,0.0,135.0,134.0,124 S.Ct. 1741,Household Credit Serv's v. Pfennig,2003,,AXP,9
64,3.0,"HOUSEHOLD CREDIT SERVICES, INC. AND MBNA AMERICA BANK, N. A. v. SHARON R. PFENNIG",2/23/2004,4/21/2004,02-857,80170.0,8.0,3.0,0.0,135.0,134.0,124 S.Ct. 1741,Household Credit Serv's v. Pfennig,2003,,V,9
64,3.0,"HOUSEHOLD CREDIT SERVICES, INC. AND MBNA AMERICA BANK, N. A. v. SHARON R. PFENNIG",2/23/2004,4/21/2004,02-857,80170.0,8.0,3.0,0.0,135.0,134.0,124 S.Ct. 1741,Household Credit Serv's v. Pfennig,2003,,XLF,9
64,3.0,"HOUSEHOLD CREDIT SERVICES, INC. AND MBNA AMERICA BANK, N. A. v. SHARON R. PFENNIG",2/23/2004,4/21/2004,02-857,80170.0,8.0,3.0,0.0,135.0,134.0,124 S.Ct. 1741,Household Credit Serv's v. Pfennig,2003,,XLY,9
64,3.0,"HOUSEHOLD CREDIT SERVICES, INC. AND MBNA AMERICA BANK, N. A. v. SHARON R. PFENNIG",2/23/2004,4/21/2004,02-857,80170.0,8.0,3.0,0.0,135.0,134.0,124 S.Ct. 1741,Household Credit Serv's v. Pfennig,2003,XLY,AXP,9
64,3.0,"HOUSEHOLD CREDIT SERVICES, INC. AND MBNA AMERICA BANK, N. A. v. SHARON R. PFENNIG",2/23/2004,4/21/2004,02-857,80170.0,8.0,3.0,0.0,135.0,134.0,124 S.Ct. 1741,Household Credit Serv's v. Pfennig,2003,XLY,V,9
64,3.0,"HOUSEHOLD CREDIT SERVICES, INC. AND MBNA AMERICA BANK, N. A. v. SHARON R. PFENNIG",2/23/2004,4/21/2004,02-857,80170.0,8.0,3.0,0.0,135.0,134.0,124 S.Ct. 1741,Household Credit Serv's v. Pfennig,2003,XLY,XLF,9
65,5.0,ENGINE MANUFACTURERS ASSOCIATION AND WESTERN STATES PETROLEUM ASSOCIATION v. SOUTH COAST AIR QUALITY MANAGEMENT DISTRICT et al.,1/14/2004,4/28/2004,02-1343,100030.0,10.0,3.0,0.0,198.0,18.0,124 S.Ct. 1756,Engine Mfr. Ass'n v. S. Coast Air Quality,2003,XLY,F,7
65,5.0,ENGINE MANUFACTURERS ASSOCIATION AND WESTERN STATES PETROLEUM ASSOCIATION v. SOUTH COAST AIR QUALITY MANAGEMENT DISTRICT et al.,1/14/2004,4/28/2004,02-1343,100030.0,10.0,3.0,0.0,198.0,18.0,124 S.Ct. 1756,Engine Mfr. Ass'n v. S. Coast Air Quality,2003,XLY,GM,7
65,5.0,ENGINE MANUFACTURERS ASSOCIATION AND WESTERN STATES PETROLEUM ASSOCIATION v. SOUTH COAST AIR QUALITY MANAGEMENT DISTRICT et al.,1/14/2004,4/28/2004,02-1343,100030.0,10.0,3.0,0.0,198.0,18.0,124 S.Ct. 1756,Engine Mfr. Ass'n v. S. Coast Air Quality,2003,XLY,HMC,7
65,5.0,ENGINE MANUFACTURERS ASSOCIATION AND WESTERN STATES PETROLEUM ASSOCIATION v. SOUTH COAST AIR QUALITY MANAGEMENT DISTRICT et al.,1/14/2004,4/28/2004,02-1343,100030.0,10.0,3.0,0.0,198.0,18.0,124 S.Ct. 1756,Engine Mfr. Ass'n v. S. Coast Air Quality,2003,XLY,TM,7
65,5.0,ENGINE MANUFACTURERS ASSOCIATION AND WESTERN STATES PETROLEUM ASSOCIATION v. SOUTH COAST AIR QUALITY MANAGEMENT DISTRICT et al.,1/14/2004,4/28/2004,02-1343,100030.0,10.0,3.0,0.0,198.0,18.0,124 S.Ct. 1756,Engine Mfr. Ass'n v. S. Coast Air Quality,2003,,F,7
65,5.0,ENGINE MANUFACTURERS ASSOCIATION AND WESTERN STATES PETROLEUM ASSOCIATION v. SOUTH COAST AIR QUALITY MANAGEMENT DISTRICT et al.,1/14/2004,4/28/2004,02-1343,100030.0,10.0,3.0,0.0,198.0,18.0,124 S.Ct. 1756,Engine Mfr. Ass'n v. S. Coast Air Quality,2003,,GM,7
65,5.0,ENGINE MANUFACTURERS ASSOCIATION AND WESTERN STATES PETROLEUM ASSOCIATION v. SOUTH COAST AIR QUALITY MANAGEMENT DISTRICT et al.,1/14/2004,4/28/2004,02-1343,100030.0,10.0,3.0,0.0,198.0,18.0,124 S.Ct. 1756,Engine Mfr. Ass'n v. S. Coast Air Quality,2003,,HMC,7
65,5.0,ENGINE MANUFACTURERS ASSOCIATION AND WESTERN STATES PETROLEUM ASSOCIATION v. SOUTH COAST AIR QUALITY MANAGEMENT DISTRICT et al.,1/14/2004,4/28/2004,02-1343,100030.0,10.0,3.0,0.0,198.0,18.0,124 S.Ct. 1756,Engine Mfr. Ass'n v. S. Coast Air Quality,2003,,TM,7
65,5.0,ENGINE MANUFACTURERS ASSOCIATION AND WESTERN STATES PETROLEUM ASSOCIATION v. SOUTH COAST AIR QUALITY MANAGEMENT DISTRICT et al.,1/14/2004,4/28/2004,02-1343,100030.0,10.0,3.0,0.0,198.0,18.0,124 S.Ct. 1756,Engine Mfr. Ass'n v. S. Coast Air Quality,2003,,XLY,7
66,4.0,"EDITH JONES et al., ON BEHALF OF HERSELF AND A CLASS OF OTHERS SIMILARLY SITUATED v. R. R. DONNELLEY & SONS COMPANY",2/24/2004,5/3/2004,02-1205,90480.0,9.0,6.0,0.0,183.0,151.0,124 S.Ct. 1836,Jones v. R. R. Donnelley & Sons,2003,,RRD,9
66,4.0,"EDITH JONES et al., ON BEHALF OF HERSELF AND A CLASS OF OTHERS SIMILARLY SITUATED v. R. R. DONNELLEY & SONS COMPANY",2/24/2004,5/3/2004,02-1205,90480.0,9.0,6.0,0.0,183.0,151.0,124 S.Ct. 1836,Jones v. R. R. Donnelley & Sons,2003,,XLI,9
66,4.0,"EDITH JONES et al., ON BEHALF OF HERSELF AND A CLASS OF OTHERS SIMILARLY SITUATED v. R. R. DONNELLEY & SONS COMPANY",2/24/2004,5/3/2004,02-1205,90480.0,9.0,6.0,0.0,183.0,151.0,124 S.Ct. 1836,Jones v. R. R. Donnelley & Sons,2003,XLI,RRD,9
67,4.0,"AETNA HEALTH INC., FKA AETNA U.S. HEALTHCARE INC. AND AETNA U.S. HEALTHCARE OF NORTH TEXAS INC. v. JUAN DAVILA",3/23/2004,6/21/2004,02-1845,100030.0,10.0,3.0,0.0,146.0,145.0,124 S.Ct. 2488,Aetna Health v. Davila,2003,XLV,AET,9
67,4.0,"AETNA HEALTH INC., FKA AETNA U.S. HEALTHCARE INC. AND AETNA U.S. HEALTHCARE OF NORTH TEXAS INC. v. JUAN DAVILA",3/23/2004,6/21/2004,02-1845,100030.0,10.0,3.0,0.0,146.0,145.0,124 S.Ct. 2488,Aetna Health v. Davila,2003,XLV,HNT,9
67,4.0,"AETNA HEALTH INC., FKA AETNA U.S. HEALTHCARE INC. AND AETNA U.S. HEALTHCARE OF NORTH TEXAS INC. v. JUAN DAVILA",3/23/2004,6/21/2004,02-1845,100030.0,10.0,3.0,0.0,146.0,145.0,124 S.Ct. 2488,Aetna Health v. Davila,2003,XLV,UNH,9
67,4.0,"AETNA HEALTH INC., FKA AETNA U.S. HEALTHCARE INC. AND AETNA U.S. HEALTHCARE OF NORTH TEXAS INC. v. JUAN DAVILA",3/23/2004,6/21/2004,02-1845,100030.0,10.0,3.0,0.0,146.0,145.0,124 S.Ct. 2488,Aetna Health v. Davila,2003,XLV,CI,9
67,4.0,"AETNA HEALTH INC., FKA AETNA U.S. HEALTHCARE INC. AND AETNA U.S. HEALTHCARE OF NORTH TEXAS INC. v. JUAN DAVILA",3/23/2004,6/21/2004,02-1845,100030.0,10.0,3.0,0.0,146.0,145.0,124 S.Ct. 2488,Aetna Health v. Davila,2003,XLV,HUM,9
67,4.0,"AETNA HEALTH INC., FKA AETNA U.S. HEALTHCARE INC. AND AETNA U.S. HEALTHCARE OF NORTH TEXAS INC. v. JUAN DAVILA",3/23/2004,6/21/2004,02-1845,100030.0,10.0,3.0,0.0,146.0,145.0,124 S.Ct. 2488,Aetna Health v. Davila,2003,,AET,9
67,4.0,"AETNA HEALTH INC., FKA AETNA U.S. HEALTHCARE INC. AND AETNA U.S. HEALTHCARE OF NORTH TEXAS INC. v. JUAN DAVILA",3/23/2004,6/21/2004,02-1845,100030.0,10.0,3.0,0.0,146.0,145.0,124 S.Ct. 2488,Aetna Health v. Davila,2003,,HNT,9
67,4.0,"AETNA HEALTH INC., FKA AETNA U.S. HEALTHCARE INC. AND AETNA U.S. HEALTHCARE OF NORTH TEXAS INC. v. JUAN DAVILA",3/23/2004,6/21/2004,02-1845,100030.0,10.0,3.0,0.0,146.0,145.0,124 S.Ct. 2488,Aetna Health v. Davila,2003,,UNH,9
67,4.0,"AETNA HEALTH INC., FKA AETNA U.S. HEALTHCARE INC. AND AETNA U.S. HEALTHCARE OF NORTH TEXAS INC. v. JUAN DAVILA",3/23/2004,6/21/2004,02-1845,100030.0,10.0,3.0,0.0,146.0,145.0,124 S.Ct. 2488,Aetna Health v. Davila,2003,,CI,9
67,4.0,"AETNA HEALTH INC., FKA AETNA U.S. HEALTHCARE INC. AND AETNA U.S. HEALTHCARE OF NORTH TEXAS INC. v. JUAN DAVILA",3/23/2004,6/21/2004,02-1845,100030.0,10.0,3.0,0.0,146.0,145.0,124 S.Ct. 2488,Aetna Health v. Davila,2003,,HUM,9
67,4.0,"AETNA HEALTH INC., FKA AETNA U.S. HEALTHCARE INC. AND AETNA U.S. HEALTHCARE OF NORTH TEXAS INC. v. JUAN DAVILA",3/23/2004,6/21/2004,02-1845,100030.0,10.0,3.0,0.0,146.0,145.0,124 S.Ct. 2488,Aetna Health v. Davila,2003,,XLV,9
68,2.0,"INTEL CORPORATION v. ADVANCED MICRO DEVICES, INC.",4/20/2004,6/21/2004,02-572,50040.0,5.0,6.0,0.0,133.0,133.0,124 S.Ct. 2466,Intel v. Advanced Micro Devices,2003,,AMD,7
68,2.0,"INTEL CORPORATION v. ADVANCED MICRO DEVICES, INC.",4/20/2004,6/21/2004,02-572,50040.0,5.0,6.0,0.0,133.0,133.0,124 S.Ct. 2466,Intel v. Advanced Micro Devices,2003,,INTC,7
68,2.0,"INTEL CORPORATION v. ADVANCED MICRO DEVICES, INC.",4/20/2004,6/21/2004,02-572,50040.0,5.0,6.0,0.0,133.0,133.0,124 S.Ct. 2466,Intel v. Advanced Micro Devices,2003,XLK,AMD,7
68,2.0,"INTEL CORPORATION v. ADVANCED MICRO DEVICES, INC.",4/20/2004,6/21/2004,02-572,50040.0,5.0,6.0,0.0,133.0,133.0,124 S.Ct. 2466,Intel v. Advanced Micro Devices,2003,XLK,INTC,7
69,5.0,"RICHARD B. CHENEY, VICE PRESIDENT OF THE UNITED STATES, et al. v. UNITED STATES DISTRICT COURT FOR THE DISTRICT OF COLUMBIA et al.",4/27/2004,6/24/2004,03-475,50040.0,5.0,,1.0,211.0,6.0,124 S.Ct. 2576,"Cheney, VP of the U.S. v. U.S. Dist. Ct. of Columbia",2003,,CVX,5
69,5.0,"RICHARD B. CHENEY, VICE PRESIDENT OF THE UNITED STATES, et al. v. UNITED STATES DISTRICT COURT FOR THE DISTRICT OF COLUMBIA et al.",4/27/2004,6/24/2004,03-475,50040.0,5.0,,1.0,211.0,6.0,124 S.Ct. 2576,"Cheney, VP of the U.S. v. U.S. Dist. Ct. of Columbia",2003,,HES,5
69,5.0,"RICHARD B. CHENEY, VICE PRESIDENT OF THE UNITED STATES, et al. v. UNITED STATES DISTRICT COURT FOR THE DISTRICT OF COLUMBIA et al.",4/27/2004,6/24/2004,03-475,50040.0,5.0,,1.0,211.0,6.0,124 S.Ct. 2576,"Cheney, VP of the U.S. v. U.S. Dist. Ct. of Columbia",2003,,XLE,5
69,5.0,"RICHARD B. CHENEY, VICE PRESIDENT OF THE UNITED STATES, et al. v. UNITED STATES DISTRICT COURT FOR THE DISTRICT OF COLUMBIA et al.",4/27/2004,6/24/2004,03-475,50040.0,5.0,,1.0,211.0,6.0,124 S.Ct. 2576,"Cheney, VP of the U.S. v. U.S. Dist. Ct. of Columbia",2003,,XOM,5
69,5.0,"RICHARD B. CHENEY, VICE PRESIDENT OF THE UNITED STATES, et al. v. UNITED STATES DISTRICT COURT FOR THE DISTRICT OF COLUMBIA et al.",4/27/2004,6/24/2004,03-475,50040.0,5.0,,1.0,211.0,6.0,124 S.Ct. 2576,"Cheney, VP of the U.S. v. U.S. Dist. Ct. of Columbia",2003,XLE,CVX,5
69,5.0,"RICHARD B. CHENEY, VICE PRESIDENT OF THE UNITED STATES, et al. v. UNITED STATES DISTRICT COURT FOR THE DISTRICT OF COLUMBIA et al.",4/27/2004,6/24/2004,03-475,50040.0,5.0,,1.0,211.0,6.0,124 S.Ct. 2576,"Cheney, VP of the U.S. v. U.S. Dist. Ct. of Columbia",2003,XLE,HES,5
69,5.0,"RICHARD B. CHENEY, VICE PRESIDENT OF THE UNITED STATES, et al. v. UNITED STATES DISTRICT COURT FOR THE DISTRICT OF COLUMBIA et al.",4/27/2004,6/24/2004,03-475,50040.0,5.0,,1.0,211.0,6.0,124 S.Ct. 2576,"Cheney, VP of the U.S. v. U.S. Dist. Ct. of Columbia",2003,XOM,CVX,5
69,5.0,"RICHARD B. CHENEY, VICE PRESIDENT OF THE UNITED STATES, et al. v. UNITED STATES DISTRICT COURT FOR THE DISTRICT OF COLUMBIA et al.",4/27/2004,6/24/2004,03-475,50040.0,5.0,,1.0,211.0,6.0,124 S.Ct. 2576,"Cheney, VP of the U.S. v. U.S. Dist. Ct. of Columbia",2003,XOM,HES,5
70,4.0,"NORFOLK SOUTHERN RAILWAY COMPANY v. JAMES N. KIRBY, PTY LTD., DBA KIRBY ENGINEERING, AND ALLIANZ AUSTRALIA INSURANCE LIMITED",10/6/2004,11/9/2004,02-1028,80070.0,8.0,,1.0,231.0,184.0,125 S.Ct. 385,"Norfolk Southern v. Kirby Eng'g, and Allianz Australia Ins. Ltd.",2004,XLI,NSC,9
70,4.0,"NORFOLK SOUTHERN RAILWAY COMPANY v. JAMES N. KIRBY, PTY LTD., DBA KIRBY ENGINEERING, AND ALLIANZ AUSTRALIA INSURANCE LIMITED",10/6/2004,11/9/2004,02-1028,80070.0,8.0,,1.0,231.0,184.0,125 S.Ct. 385,"Norfolk Southern v. Kirby Eng'g, and Allianz Australia Ins. Ltd.",2004,,NSC,9
70,4.0,"NORFOLK SOUTHERN RAILWAY COMPANY v. JAMES N. KIRBY, PTY LTD., DBA KIRBY ENGINEERING, AND ALLIANZ AUSTRALIA INSURANCE LIMITED",10/6/2004,11/9/2004,02-1028,80070.0,8.0,,1.0,231.0,184.0,125 S.Ct. 385,"Norfolk Southern v. Kirby Eng'g, and Allianz Australia Ins. Ltd.",2004,,XLI,9
71,4.0,"COOPER INDUSTRIES, INC. v. AVIALL SERVICES, INC.",10/6/2004,12/13/2004,02-1192,80130.0,8.0,6.0,1.0,184.0,122.0,125 S.Ct. 577,Cooper Indus. v. Aviall Services,2004,,AVL,5
71,4.0,"COOPER INDUSTRIES, INC. v. AVIALL SERVICES, INC.",10/6/2004,12/13/2004,02-1192,80130.0,8.0,6.0,1.0,184.0,122.0,125 S.Ct. 577,Cooper Indus. v. Aviall Services,2004,,CBE,5
71,4.0,"COOPER INDUSTRIES, INC. v. AVIALL SERVICES, INC.",10/6/2004,12/13/2004,02-1192,80130.0,8.0,6.0,1.0,184.0,122.0,125 S.Ct. 577,Cooper Indus. v. Aviall Services,2004,,XLB,5
71,4.0,"COOPER INDUSTRIES, INC. v. AVIALL SERVICES, INC.",10/6/2004,12/13/2004,02-1192,80130.0,8.0,6.0,1.0,184.0,122.0,125 S.Ct. 577,Cooper Indus. v. Aviall Services,2004,,XLI,5
71,4.0,"COOPER INDUSTRIES, INC. v. AVIALL SERVICES, INC.",10/6/2004,12/13/2004,02-1192,80130.0,8.0,6.0,1.0,184.0,122.0,125 S.Ct. 577,Cooper Indus. v. Aviall Services,2004,XLI,AVL,5
71,4.0,"COOPER INDUSTRIES, INC. v. AVIALL SERVICES, INC.",10/6/2004,12/13/2004,02-1192,80130.0,8.0,6.0,1.0,184.0,122.0,125 S.Ct. 577,Cooper Indus. v. Aviall Services,2004,XLI,CBE,5
71,4.0,"COOPER INDUSTRIES, INC. v. AVIALL SERVICES, INC.",10/6/2004,12/13/2004,02-1192,80130.0,8.0,6.0,1.0,184.0,122.0,125 S.Ct. 577,Cooper Indus. v. Aviall Services,2004,XLB,AVL,5
71,4.0,"COOPER INDUSTRIES, INC. v. AVIALL SERVICES, INC.",10/6/2004,12/13/2004,02-1192,80130.0,8.0,6.0,1.0,184.0,122.0,125 S.Ct. 577,Cooper Indus. v. Aviall Services,2004,XLB,CBE,5
72,4.0,"EXXON MOBIL CORPORATION, EXXON CHEMICAL ARABIA, INC., AND MOBIL YANBU PETROCHEMICAL COMPANY, INC. v. SAUDI BASIC INDUSTRIES CORPORATION",2/23/2005,3/30/2005,03-1696,90320.0,9.0,,0.0,198.0,159.0,125 S.Ct. 1517,Exxon Mobil v. Saudi Basic Indus.,2004,XLE,XOM,9
72,4.0,"EXXON MOBIL CORPORATION, EXXON CHEMICAL ARABIA, INC., AND MOBIL YANBU PETROCHEMICAL COMPANY, INC. v. SAUDI BASIC INDUSTRIES CORPORATION",2/23/2005,3/30/2005,03-1696,90320.0,9.0,,0.0,198.0,159.0,125 S.Ct. 1517,Exxon Mobil v. Saudi Basic Indus.,2004,,XOM,9
72,4.0,"EXXON MOBIL CORPORATION, EXXON CHEMICAL ARABIA, INC., AND MOBIL YANBU PETROCHEMICAL COMPANY, INC. v. SAUDI BASIC INDUSTRIES CORPORATION",2/23/2005,3/30/2005,03-1696,90320.0,9.0,,0.0,198.0,159.0,125 S.Ct. 1517,Exxon Mobil v. Saudi Basic Indus.,2004,,XLE,9
73,5.0,"DENNIS BATES, et al. v. DOW AGROSCIENCES LLC",1/10/2005,4/27/2005,03-388,100020.0,10.0,3.0,0.0,152.0,128.0,125 S.Ct. 1788,Bates v. Dow Agrosciences,2004,,DOW,5
