case,index,symbol,estimate,error,t_value,p_value,sig,date_decision_x,sct_cite_x,term_x,docket_x,case_short_name_x,case_disposition,case_name,date_argument,date_decision_y,docket_y,issue,issue_area,law_type,lc_disagreement,petitioner,respondent,sct_cite_y,case_short_name_y,term_y,vote_margin,abs_estimate,delay_argued,delay_argued_months,petitioner_name,respondent_name,case_disposition_name
71,XLB,CBE,0.003839,0.011502,0.333756,0.738564,,12/13/2004,125 S.Ct. 577,2004,02-1192,Cooper Indus. v. Aviall Services,4.0,"COOPER INDUSTRIES, INC. v. AVIALL SERVICES, INC.",10/6/2004,12/13/2004,02-1192,80130.0,8.0,6.0,1.0,184.0,122.0,125 S.Ct. 577,Cooper Indus. v. Aviall Services,2004.0,5.0,0.003839,68,2,manufacturer,"business, corporation",Reversed and Remanded
71,XLI,AVL,-0.010195000000000001,0.017286000000000003,-0.5897939999999999,0.555329,,12/13/2004,125 S.Ct. 577,2004,02-1192,Cooper Indus. v. Aviall Services,4.0,"COOPER INDUSTRIES, INC. v. AVIALL SERVICES, INC.",10/6/2004,12/13/2004,02-1192,80130.0,8.0,6.0,1.0,184.0,122.0,125 S.Ct. 577,Cooper Indus. v. Aviall Services,2004.0,5.0,0.010195000000000001,68,2,manufacturer,"business, corporation",Reversed and Remanded
71,XLI,CBE,0.007370000000000001,0.011807999999999999,0.6241680000000001,0.532517,,12/13/2004,125 S.Ct. 577,2004,02-1192,Cooper Indus. v. Aviall Services,4.0,"COOPER INDUSTRIES, INC. v. AVIALL SERVICES, INC.",10/6/2004,12/13/2004,02-1192,80130.0,8.0,6.0,1.0,184.0,122.0,125 S.Ct. 577,Cooper Indus. v. Aviall Services,2004.0,5.0,0.007370000000000001,68,2,manufacturer,"business, corporation",Reversed and Remanded
72,SPY,XOM,0.008678,0.018347,0.47298999999999997,0.63622,,3/30/2005,125 S.Ct. 1517,2004,03-1696,Exxon Mobil v. Saudi Basic Indus.,4.0,"EXXON MOBIL CORPORATION, EXXON CHEMICAL ARABIA, INC., AND MOBIL YANBU PETROCHEMICAL COMPANY, INC. v. SAUDI BASIC INDUSTRIES CORPORATION",2/23/2005,3/30/2005,03-1696,90320.0,9.0,,0.0,198.0,159.0,125 S.Ct. 1517,Exxon Mobil v. Saudi Basic Indus.,2004.0,9.0,0.008678,35,1,"oil company, or natural gas prod",foreign (non-American) nongovern,Reversed and Remanded
72,SPY,XLE,0.016405,0.017639,0.930056,0.352342,,3/30/2005,125 S.Ct. 1517,2004,03-1696,Exxon Mobil v. Saudi Basic Indus.,4.0,"EXXON MOBIL CORPORATION, EXXON CHEMICAL ARABIA, INC., AND MOBIL YANBU PETROCHEMICAL COMPANY, INC. v. SAUDI BASIC INDUSTRIES CORPORATION",2/23/2005,3/30/2005,03-1696,90320.0,9.0,,0.0,198.0,159.0,125 S.Ct. 1517,Exxon Mobil v. Saudi Basic Indus.,2004.0,9.0,0.016405,35,1,"oil company, or natural gas prod",foreign (non-American) nongovern,Reversed and Remanded
72,XLE,XOM,0.002513,0.013746000000000001,0.182814,0.854944,,3/30/2005,125 S.Ct. 1517,2004,03-1696,Exxon Mobil v. Saudi Basic Indus.,4.0,"EXXON MOBIL CORPORATION, EXXON CHEMICAL ARABIA, INC., AND MOBIL YANBU PETROCHEMICAL COMPANY, INC. v. SAUDI BASIC INDUSTRIES CORPORATION",2/23/2005,3/30/2005,03-1696,90320.0,9.0,,0.0,198.0,159.0,125 S.Ct. 1517,Exxon Mobil v. Saudi Basic Indus.,2004.0,9.0,0.002513,35,1,"oil company, or natural gas prod",foreign (non-American) nongovern,Reversed and Remanded
73,SPY,DOW,-0.030487,0.018616999999999998,-1.6375549999999999,0.101515,,4/27/2005,125 S.Ct. 1788,2004,03-388,Bates v. Dow Agrosciences,5.0,"DENNIS BATES, et al. v. DOW AGROSCIENCES LLC",1/10/2005,4/27/2005,03-388,100020.0,10.0,3.0,0.0,152.0,128.0,125 S.Ct. 1788,Bates v. Dow Agrosciences,2004.0,5.0,0.030487,107,3,"farmer, farm worker, or farm org",chemical company,Vacated and Remanded
73,SPY,XLB,-0.00808,0.010289,-0.785275,0.432292,,4/27/2005,125 S.Ct. 1788,2004,03-388,Bates v. Dow Agrosciences,5.0,"DENNIS BATES, et al. v. DOW AGROSCIENCES LLC",1/10/2005,4/27/2005,03-388,100020.0,10.0,3.0,0.0,152.0,128.0,125 S.Ct. 1788,Bates v. Dow Agrosciences,2004.0,5.0,0.00808,107,3,"farmer, farm worker, or farm org",chemical company,Vacated and Remanded
73,XLB,DOW,-0.020727000000000002,0.020371,-1.017465,0.30893200000000004,,4/27/2005,125 S.Ct. 1788,2004,03-388,Bates v. Dow Agrosciences,5.0,"DENNIS BATES, et al. v. DOW AGROSCIENCES LLC",1/10/2005,4/27/2005,03-388,100020.0,10.0,3.0,0.0,152.0,128.0,125 S.Ct. 1788,Bates v. Dow Agrosciences,2004.0,5.0,0.020727000000000002,107,3,"farmer, farm worker, or farm org",chemical company,Vacated and Remanded
74,SPY,SAM,-0.010655,0.014481,-0.735783,0.461863,,5/16/2005,125 S.Ct. 1885,2004,03-1116,"Granholm, Gov. of Michigan v. Heald",2.0,"JENNIFER M. GRANHOLM, GOVERNOR OF MICHIGAN, et al. v. ELEANOR HEALD, et al.",12/7/2004,5/16/2005,03-1116,80110.0,8.0,1.0,0.0,211.0,134.0,125 S.Ct. 1885,"Granholm, Gov. of Michigan v. Heald",2004.0,1.0,0.010655,160,5,"political candidate, activist, c","consumer, consumer organization",Affirmed
74,SPY,STZ,0.018404,0.014008000000000001,1.313864,0.188892,,5/16/2005,125 S.Ct. 1885,2004,03-1116,"Granholm, Gov. of Michigan v. Heald",2.0,"JENNIFER M. GRANHOLM, GOVERNOR OF MICHIGAN, et al. v. ELEANOR HEALD, et al.",12/7/2004,5/16/2005,03-1116,80110.0,8.0,1.0,0.0,211.0,134.0,125 S.Ct. 1885,"Granholm, Gov. of Michigan v. Heald",2004.0,1.0,0.018404,160,5,"political candidate, activist, c","consumer, consumer organization",Affirmed
74,SPY,XLP,0.022182,0.009413,2.3566439999999997,0.018441,**,5/16/2005,125 S.Ct. 1885,2004,03-1116,"Granholm, Gov. of Michigan v. Heald",2.0,"JENNIFER M. GRANHOLM, GOVERNOR OF MICHIGAN, et al. v. ELEANOR HEALD, et al.",12/7/2004,5/16/2005,03-1116,80110.0,8.0,1.0,0.0,211.0,134.0,125 S.Ct. 1885,"Granholm, Gov. of Michigan v. Heald",2004.0,1.0,0.022182,160,5,"political candidate, activist, c","consumer, consumer organization",Affirmed
74,XLP,SAM,-0.012343000000000002,0.014580000000000001,-0.846583,0.397228,,5/16/2005,125 S.Ct. 1885,2004,03-1116,"Granholm, Gov. of Michigan v. Heald",2.0,"JENNIFER M. GRANHOLM, GOVERNOR OF MICHIGAN, et al. v. ELEANOR HEALD, et al.",12/7/2004,5/16/2005,03-1116,80110.0,8.0,1.0,0.0,211.0,134.0,125 S.Ct. 1885,"Granholm, Gov. of Michigan v. Heald",2004.0,1.0,0.012343000000000002,160,5,"political candidate, activist, c","consumer, consumer organization",Affirmed
74,XLP,STZ,0.022029,0.015050999999999998,1.463624,0.143297,,5/16/2005,125 S.Ct. 1885,2004,03-1116,"Granholm, Gov. of Michigan v. Heald",2.0,"JENNIFER M. GRANHOLM, GOVERNOR OF MICHIGAN, et al. v. ELEANOR HEALD, et al.",12/7/2004,5/16/2005,03-1116,80110.0,8.0,1.0,0.0,211.0,134.0,125 S.Ct. 1885,"Granholm, Gov. of Michigan v. Heald",2004.0,1.0,0.022029,160,5,"political candidate, activist, c","consumer, consumer organization",Affirmed
75,SPY,CVX,0.019339,0.019393,0.99723,0.318653,,5/23/2005,125 S.Ct. 2074,2004,04-163,"Lingle, Gov. of Hawaii v. Chevron",4.0,"LINDA LINGLE, GOVERNOR OF HAWAII, et al. v. CHEVRON U.S.A. INC.",2/22/2005,5/23/2005,04-163,40070.0,4.0,2.0,1.0,211.0,198.0,125 S.Ct. 2074,"Lingle, Gov. of Hawaii v. Chevron",2004.0,9.0,0.019339,90,3,"political candidate, activist, c","oil company, or natural gas prod",Reversed and Remanded
75,SPY,XLE,0.011943,0.016872,0.707846,0.479041,,5/23/2005,125 S.Ct. 2074,2004,04-163,"Lingle, Gov. of Hawaii v. Chevron",4.0,"LINDA LINGLE, GOVERNOR OF HAWAII, et al. v. CHEVRON U.S.A. INC.",2/22/2005,5/23/2005,04-163,40070.0,4.0,2.0,1.0,211.0,198.0,125 S.Ct. 2074,"Lingle, Gov. of Hawaii v. Chevron",2004.0,9.0,0.011943,90,3,"political candidate, activist, c","oil company, or natural gas prod",Reversed and Remanded
75,XLE,CVX,0.009103,0.013933000000000001,0.6533439999999999,0.513534,,5/23/2005,125 S.Ct. 2074,2004,04-163,"Lingle, Gov. of Hawaii v. Chevron",4.0,"LINDA LINGLE, GOVERNOR OF HAWAII, et al. v. CHEVRON U.S.A. INC.",2/22/2005,5/23/2005,04-163,40070.0,4.0,2.0,1.0,211.0,198.0,125 S.Ct. 2074,"Lingle, Gov. of Hawaii v. Chevron",2004.0,9.0,0.009103,90,3,"political candidate, activist, c","oil company, or natural gas prod",Reversed and Remanded
76,SPY,XLY,-0.004358,0.006411,-0.679779,0.496645,,6/6/2005,125 S.Ct. 2169,2004,03-1388,Spector v. Norwegian Cruise Line,4.0,"DOUGLAS SPECTOR, et al. v. NORWEGIAN CRUISE LINE LTD.",2/28/2005,6/6/2005,03-1388,20210.0,2.0,3.0,0.0,140.0,116.0,125 S.Ct. 2169,Spector v. Norwegian Cruise Line,2004.0,3.0,0.004358,98,3,disabled person or disability be,"water transportation, stevedore",Reversed and Remanded
77,SPY,IART,0.003271,0.018933000000000002,0.172767,0.862835,,6/13/2005,125 S.Ct. 2372,2004,03-1237,KGAA v. Integra Lifesciences I,5.0,"MERCK KGAA v. INTEGRA LIFESCIENCES I, LTD., et al.",4/20/2005,6/13/2005,03-1237,80180.0,8.0,6.0,1.0,143.0,172.0,125 S.Ct. 2372,KGAA v. Integra Lifesciences I,2004.0,9.0,0.003271,54,1,drug manufacturer,"inventor, patent assigner, trade",Vacated and Remanded
77,SPY,MRK,0.022919,0.011043,2.075415,0.037948,**,6/13/2005,125 S.Ct. 2372,2004,03-1237,KGAA v. Integra Lifesciences I,5.0,"MERCK KGAA v. INTEGRA LIFESCIENCES I, LTD., et al.",4/20/2005,6/13/2005,03-1237,80180.0,8.0,6.0,1.0,143.0,172.0,125 S.Ct. 2372,KGAA v. Integra Lifesciences I,2004.0,9.0,0.022919,54,1,drug manufacturer,"inventor, patent assigner, trade",Vacated and Remanded
77,SPY,XLV,0.0061329999999999996,0.0066159999999999995,0.927004,0.35392399999999996,,6/13/2005,125 S.Ct. 2372,2004,03-1237,KGAA v. Integra Lifesciences I,5.0,"MERCK KGAA v. INTEGRA LIFESCIENCES I, LTD., et al.",4/20/2005,6/13/2005,03-1237,80180.0,8.0,6.0,1.0,143.0,172.0,125 S.Ct. 2372,KGAA v. Integra Lifesciences I,2004.0,9.0,0.0061329999999999996,54,1,drug manufacturer,"inventor, patent assigner, trade",Vacated and Remanded
77,XLV,IART,0.003055,0.01898,0.160955,0.872129,,6/13/2005,125 S.Ct. 2372,2004,03-1237,KGAA v. Integra Lifesciences I,5.0,"MERCK KGAA v. INTEGRA LIFESCIENCES I, LTD., et al.",4/20/2005,6/13/2005,03-1237,80180.0,8.0,6.0,1.0,143.0,172.0,125 S.Ct. 2372,KGAA v. Integra Lifesciences I,2004.0,9.0,0.003055,54,1,drug manufacturer,"inventor, patent assigner, trade",Vacated and Remanded
77,XLV,MRK,0.022947,0.011308,2.029352,0.042422,**,6/13/2005,125 S.Ct. 2372,2004,03-1237,KGAA v. Integra Lifesciences I,5.0,"MERCK KGAA v. INTEGRA LIFESCIENCES I, LTD., et al.",4/20/2005,6/13/2005,03-1237,80180.0,8.0,6.0,1.0,143.0,172.0,125 S.Ct. 2372,KGAA v. Integra Lifesciences I,2004.0,9.0,0.022947,54,1,drug manufacturer,"inventor, patent assigner, trade",Vacated and Remanded
78,SPY,YRCW,-0.041491,0.019059,-2.176952,0.029483999999999996,**,6/20/2005,125 S.Ct. 2419,2004,03-1230,AM. Trucking Ass'n v. Mich. Pub. Serv. Comm'n,2.0,"AMERICAN TRUCKING ASSOCIATIONS, INC. AND USF HOLLAND, INC. v. MICHIGAN PUBLIC SERVICE COMMISSION et al.",4/26/2005,6/20/2005,03-1230,80110.0,8.0,1.0,0.0,245.0,4.0,125 S.Ct. 2419,AM. Trucking Ass'n v. Mich. Pub. Serv. Comm'n,2004.0,9.0,0.041491,55,1,"trucking company, or motor carri","state commission, board, committ",Affirmed
78,SPY,XLI,0.005703,0.009618999999999999,0.592917,0.553237,,6/20/2005,125 S.Ct. 2419,2004,03-1230,AM. Trucking Ass'n v. Mich. Pub. Serv. Comm'n,2.0,"AMERICAN TRUCKING ASSOCIATIONS, INC. AND USF HOLLAND, INC. v. MICHIGAN PUBLIC SERVICE COMMISSION et al.",4/26/2005,6/20/2005,03-1230,80110.0,8.0,1.0,0.0,245.0,4.0,125 S.Ct. 2419,AM. Trucking Ass'n v. Mich. Pub. Serv. Comm'n,2004.0,9.0,0.005703,55,1,"trucking company, or motor carri","state commission, board, committ",Affirmed
78,XLI,YRCW,-0.044802999999999996,0.018977,-2.360865,0.018231999999999998,**,6/20/2005,125 S.Ct. 2419,2004,03-1230,AM. Trucking Ass'n v. Mich. Pub. Serv. Comm'n,2.0,"AMERICAN TRUCKING ASSOCIATIONS, INC. AND USF HOLLAND, INC. v. MICHIGAN PUBLIC SERVICE COMMISSION et al.",4/26/2005,6/20/2005,03-1230,80110.0,8.0,1.0,0.0,245.0,4.0,125 S.Ct. 2419,AM. Trucking Ass'n v. Mich. Pub. Serv. Comm'n,2004.0,9.0,0.044802999999999996,55,1,"trucking company, or motor carri","state commission, board, committ",Affirmed
79,SPY,XOM,-0.00808,0.011998,-0.673427,0.500676,,6/23/2005,125 S.Ct. 2611,2004,25659,Exxon Mobil v. Allapattah Services,,,,,,,,,,,,,,,,0.00808,-1,0,,,
79,SPY,XLE,-0.000171,0.014547999999999998,-0.011754,0.9906219999999999,,6/23/2005,125 S.Ct. 2611,2004,25659,Exxon Mobil v. Allapattah Services,,,,,,,,,,,,,,,,0.000171,-1,0,,,
79,XLE,XOM,-0.016347,0.009581000000000001,-1.706204,0.08797,*,6/23/2005,125 S.Ct. 2611,2004,25659,Exxon Mobil v. Allapattah Services,,,,,,,,,,,,,,,,0.016347,-1,0,,,
80,SPY,DF,-0.02154,0.027323000000000004,-0.788351,0.430491,,11/8/2005,126 S.Ct. 514,2005,03-1238,IBP v. Alvarez,2.0,"IBP, INC. v. GABRIEL ALVAREZ, INDIVIDUALLY AND ON BEHALF OF ALL OTHERS SIMILARLY SITUATED, et al.",10/3/2005,11/8/2005,03-1238,70040.0,7.0,3.0,0.0,158.0,145.0,126 S.Ct. 514,IBP v. Alvarez,2005.0,9.0,0.02154,36,1,"food, meat packing, or processin","employee, or job applicant, incl",Affirmed
80,SPY,PBJ,-1.4999999999999999e-05,0.000878,-0.017086,0.986368,,11/8/2005,126 S.Ct. 514,2005,03-1238,IBP v. Alvarez,2.0,"IBP, INC. v. GABRIEL ALVAREZ, INDIVIDUALLY AND ON BEHALF OF ALL OTHERS SIMILARLY SITUATED, et al.",10/3/2005,11/8/2005,03-1238,70040.0,7.0,3.0,0.0,158.0,145.0,126 S.Ct. 514,IBP v. Alvarez,2005.0,9.0,1.4999999999999999e-05,36,1,"food, meat packing, or processin","employee, or job applicant, incl",Affirmed
80,SPY,TSN,-0.01642,0.014991999999999998,-1.095236,0.273413,,11/8/2005,126 S.Ct. 514,2005,03-1238,IBP v. Alvarez,2.0,"IBP, INC. v. GABRIEL ALVAREZ, INDIVIDUALLY AND ON BEHALF OF ALL OTHERS SIMILARLY SITUATED, et al.",10/3/2005,11/8/2005,03-1238,70040.0,7.0,3.0,0.0,158.0,145.0,126 S.Ct. 514,IBP v. Alvarez,2005.0,9.0,0.01642,36,1,"food, meat packing, or processin","employee, or job applicant, incl",Affirmed
81,SPY,VOLV,0.002781,0.013595,0.204558,0.837918,,1/10/2006,126 S.Ct. 860,2005,04-905,Volvo v. GMC,4.0,"VOLVO TRUCKS NORTH AMERICA, INC. v. REEDER-SIMCO GMC, INC.",10/31/2005,1/10/2006,04-905,80010.0,8.0,3.0,1.0,184.0,125.0,126 S.Ct. 860,Volvo v. GMC,2005.0,5.0,0.002781,71,2,manufacturer,car dealer,Reversed and Remanded
82,SPY,CAG,0.0025,0.010199,0.245112,0.80637,,1/23/2006,126 S.Ct. 980,2005,04-597,Unitherm Food Systems,3.0,"UNITHERM FOOD SYSTEMS, INC. v. SWIFT-ECKRICH, INC., DBA CONAGRA REFRIGERATED FOODS",11/2/2005,1/23/2006,04-597,90340.0,9.0,4.0,0.0,158.0,158.0,126 S.Ct. 980,Unitherm Food Systems,2005.0,5.0,0.0025,82,2,"food, meat packing, or processin","food, meat packing, or processin",Reversed
82,SPY,PBJ,0.00057,0.0008710000000000001,0.654099,0.513048,,1/23/2006,126 S.Ct. 980,2005,04-597,Unitherm Food Systems,3.0,"UNITHERM FOOD SYSTEMS, INC. v. SWIFT-ECKRICH, INC., DBA CONAGRA REFRIGERATED FOODS",11/2/2005,1/23/2006,04-597,90340.0,9.0,4.0,0.0,158.0,158.0,126 S.Ct. 980,Unitherm Food Systems,2005.0,5.0,0.00057,82,2,"food, meat packing, or processin","food, meat packing, or processin",Reversed
83,SPY,PBJ,0.001129,0.000959,1.177614,0.23895100000000002,,2/21/2006,126 S.Ct. 1195,2005,05-379,Ash v. Tyson Foods,5.0,"ANTHONY ASH et al. v. TYSON FOODS, INC.",,2/21/2006,05-379,20060.0,2.0,3.0,0.0,182.0,151.0,126 S.Ct. 1195,Ash v. Tyson Foods,2005.0,9.0,0.001129,-1,0,racial or ethnic minority employ,employer. If employer's relation,Vacated and Remanded
83,SPY,TSN,-0.009476,0.035107,-0.269918,0.787223,,2/21/2006,126 S.Ct. 1195,2005,05-379,Ash v. Tyson Foods,5.0,"ANTHONY ASH et al. v. TYSON FOODS, INC.",,2/21/2006,05-379,20060.0,2.0,3.0,0.0,182.0,151.0,126 S.Ct. 1195,Ash v. Tyson Foods,2005.0,9.0,0.009476,-1,0,racial or ethnic minority employ,employer. If employer's relation,Vacated and Remanded
84,SPY,DPZ,-0.002427,0.016048,-0.151233,0.879792,,2/22/2006,126 S.Ct. 1246,2005,04-593,Domino's Pizza v. McDonald,3.0,"DOMINO'S PIZZA, INC., et al. v. JOHN MCDONALD",12/6/2005,2/22/2006,04-593,20400.0,2.0,3.0,0.0,161.0,161.0,126 S.Ct. 1246,Domino's Pizza v. McDonald,2005.0,8.0,0.002427,78,2,franchisee,franchisee,Reversed
84,SPY,DRI,0.008734,0.015019,0.581537,0.560878,,2/22/2006,126 S.Ct. 1246,2005,04-593,Domino's Pizza v. McDonald,3.0,"DOMINO'S PIZZA, INC., et al. v. JOHN MCDONALD",12/6/2005,2/22/2006,04-593,20400.0,2.0,3.0,0.0,161.0,161.0,126 S.Ct. 1246,Domino's Pizza v. McDonald,2005.0,8.0,0.008734,78,2,franchisee,franchisee,Reversed
84,SPY,YUM,0.014963999999999998,0.013101,1.142208,0.253368,,2/22/2006,126 S.Ct. 1246,2005,04-593,Domino's Pizza v. McDonald,3.0,"DOMINO'S PIZZA, INC., et al. v. JOHN MCDONALD",12/6/2005,2/22/2006,04-593,20400.0,2.0,3.0,0.0,161.0,161.0,126 S.Ct. 1246,Domino's Pizza v. McDonald,2005.0,8.0,0.014963999999999998,78,2,franchisee,franchisee,Reversed
85,SPY,CVX,0.014768,0.013353,1.105985,0.268733,,2/28/2006,126 S.Ct. 1276,2005,04-805,Texaco v. Dagher,3.0,"TEXACO INC. v. FOUAD N. DAGHER, et al.",1/10/2006,2/28/2006,04-805,80010.0,8.0,3.0,1.0,198.0,195.0,126 S.Ct. 1276,Texaco v. Dagher,2005.0,8.0,0.014768,49,1,"oil company, or natural gas prod","owner, landlord, or claimant to ",Reversed
86,SPY,ITW,0.026458,0.008793,3.008854,0.0026219999999999998,***,3/1/2006,126 S.Ct. 1281,2005,04-1329,Illinois Tool Works v. Indep. Ink,5.0,"ILLINOIS TOOL WORKS INC., et al. v. INDEPENDENT INK, INC.",11/29/2005,3/1/2006,04-1329,80010.0,8.0,3.0,0.0,173.0,184.0,126 S.Ct. 1281,Illinois Tool Works v. Indep. Ink,2005.0,8.0,0.026458,92,3,investor,manufacturer,Vacated and Remanded
86,XLI,ITW,0.031547000000000006,0.009565,3.298136,0.000973,***,3/1/2006,126 S.Ct. 1281,2005,04-1329,Illinois Tool Works v. Indep. Ink,5.0,"ILLINOIS TOOL WORKS INC., et al. v. INDEPENDENT INK, INC.",11/29/2005,3/1/2006,04-1329,80010.0,8.0,3.0,0.0,173.0,184.0,126 S.Ct. 1281,Illinois Tool Works v. Indep. Ink,2005.0,8.0,0.031547000000000006,92,3,investor,manufacturer,Vacated and Remanded
87,SPY,MER,0.000868,0.0,inf,0.0,***,3/21/2006,126 S.Ct. 1503,2005,04-1371,Merrill Lynch v. Dabit,5.0,"MERRILL LYNCH, PIERCE, FENNER & SMITH INC. v. SHADI DABIT",1/18/2006,3/21/2006,04-1371,100030.0,10.0,6.0,0.0,119.0,145.0,126 S.Ct. 1503,Merrill Lynch v. Dabit,2005.0,8.0,0.000868,62,2,"broker, stock exchange, investme","employee, or job applicant, incl",Vacated and Remanded
87,SPY,XLE,0.007965999999999999,0.015038999999999999,0.529686,0.59633,,3/21/2006,126 S.Ct. 1503,2005,04-1371,Merrill Lynch v. Dabit,5.0,"MERRILL LYNCH, PIERCE, FENNER & SMITH INC. v. SHADI DABIT",1/18/2006,3/21/2006,04-1371,100030.0,10.0,6.0,0.0,119.0,145.0,126 S.Ct. 1503,Merrill Lynch v. Dabit,2005.0,8.0,0.007965999999999999,62,2,"broker, stock exchange, investme","employee, or job applicant, incl",Vacated and Remanded
87,XLE,MER,0.000868,0.0,inf,0.0,***,3/21/2006,126 S.Ct. 1503,2005,04-1371,Merrill Lynch v. Dabit,5.0,"MERRILL LYNCH, PIERCE, FENNER & SMITH INC. v. SHADI DABIT",1/18/2006,3/21/2006,04-1371,100030.0,10.0,6.0,0.0,119.0,145.0,126 S.Ct. 1503,Merrill Lynch v. Dabit,2005.0,8.0,0.000868,62,2,"broker, stock exchange, investme","employee, or job applicant, incl",Vacated and Remanded
88,SPY,EBAY,-0.049139999999999996,0.024219,-2.028971,0.042461,**,5/15/2006,126 S.Ct. 1837,2005,05-130,Ebay v. Mercexchange,5.0,"EBAY INC., et al. v. MERCEXCHANGE, L. L. C.",3/29/2006,5/15/2006,05-130,80210.0,8.0,6.0,0.0,233.0,172.0,126 S.Ct. 1837,Ebay v. Mercexchange,2005.0,9.0,0.049139999999999996,47,1,seller or vendor,"inventor, patent assigner, trade",Vacated and Remanded
88,SPY,XLK,-0.0033380000000000003,0.009504,-0.351219,0.725424,,5/15/2006,126 S.Ct. 1837,2005,05-130,Ebay v. Mercexchange,5.0,"EBAY INC., et al. v. MERCEXCHANGE, L. L. C.",3/29/2006,5/15/2006,05-130,80210.0,8.0,6.0,0.0,233.0,172.0,126 S.Ct. 1837,Ebay v. Mercexchange,2005.0,9.0,0.0033380000000000003,47,1,seller or vendor,"inventor, patent assigner, trade",Vacated and Remanded
88,XLK,EBAY,-0.035627,0.025047999999999997,-1.422349,0.154925,,5/15/2006,126 S.Ct. 1837,2005,05-130,Ebay v. Mercexchange,5.0,"EBAY INC., et al. v. MERCEXCHANGE, L. L. C.",3/29/2006,5/15/2006,05-130,80210.0,8.0,6.0,0.0,233.0,172.0,126 S.Ct. 1837,Ebay v. Mercexchange,2005.0,9.0,0.035627,47,1,seller or vendor,"inventor, patent assigner, trade",Vacated and Remanded
89,SPY,MHK,0.007993,0.0149,0.536434,0.591659,,6/5/2006,126 S.Ct. 2016,2005,05-465,Mohawk Indus. v. Williams,5.0,"MOHAWK INDUSTRIES, INC. v. SHIRLEY WILLIAMS et al.",4/26/2006,6/5/2006,05-465,90280.0,9.0,,0.0,154.0,151.0,126 S.Ct. 2016,Mohawk Indus. v. Williams,2005.0,9.0,0.007993,40,1,female employee or job applicant,employer. If employer's relation,Vacated and Remanded
89,SPY,XLY,0.010558,0.006696,1.5768440000000001,0.11483199999999999,,6/5/2006,126 S.Ct. 2016,2005,05-465,Mohawk Indus. v. Williams,5.0,"MOHAWK INDUSTRIES, INC. v. SHIRLEY WILLIAMS et al.",4/26/2006,6/5/2006,05-465,90280.0,9.0,,0.0,154.0,151.0,126 S.Ct. 2016,Mohawk Indus. v. Williams,2005.0,9.0,0.010558,40,1,female employee or job applicant,employer. If employer's relation,Vacated and Remanded
89,XLY,MHK,-0.007670000000000001,0.015735,-0.487462,0.625931,,6/5/2006,126 S.Ct. 2016,2005,05-465,Mohawk Indus. v. Williams,5.0,"MOHAWK INDUSTRIES, INC. v. SHIRLEY WILLIAMS et al.",4/26/2006,6/5/2006,05-465,90280.0,9.0,,0.0,154.0,151.0,126 S.Ct. 2016,Mohawk Indus. v. Williams,2005.0,9.0,0.007670000000000001,40,1,female employee or job applicant,employer. If employer's relation,Vacated and Remanded
90,SPY,BP,0.0007639999999999999,0.011034,0.06924,0.9447979999999999,,12/11/2006,127 S.Ct. 638,2006,05-669,BP American Prod. v. Burton,2.0,"BP AMERICA PRODUCTION COMPANY, SUCCESSOR IN INTEREST TO AMOCO PRODUCTION COMPANY, et al. v. REJANE BURTON, ACTING ASSISTANT SECRETARY, LAND AND MINERALS MANAGEMENT, DEPARTMENT OF THE INTERIOR, et al.",10/4/2006,12/11/2006,05-669,90480.0,9.0,6.0,0.0,198.0,326.0,127 S.Ct. 638,BP American Prod. v. Burton,2006.0,7.0,0.0007639999999999999,68,2,"oil company, or natural gas prod",Department or Secretary of the I,Affirmed
90,SPY,XES,0.009557,0.011143,0.857664,0.39107800000000004,,12/11/2006,127 S.Ct. 638,2006,05-669,BP American Prod. v. Burton,2.0,"BP AMERICA PRODUCTION COMPANY, SUCCESSOR IN INTEREST TO AMOCO PRODUCTION COMPANY, et al. v. REJANE BURTON, ACTING ASSISTANT SECRETARY, LAND AND MINERALS MANAGEMENT, DEPARTMENT OF THE INTERIOR, et al.",10/4/2006,12/11/2006,05-669,90480.0,9.0,6.0,0.0,198.0,326.0,127 S.Ct. 638,BP American Prod. v. Burton,2006.0,7.0,0.009557,68,2,"oil company, or natural gas prod",Department or Secretary of the I,Affirmed
90,SPY,XLE,0.004374,0.014433000000000001,0.303052,0.76185,,12/11/2006,127 S.Ct. 638,2006,05-669,BP American Prod. v. Burton,2.0,"BP AMERICA PRODUCTION COMPANY, SUCCESSOR IN INTEREST TO AMOCO PRODUCTION COMPANY, et al. v. REJANE BURTON, ACTING ASSISTANT SECRETARY, LAND AND MINERALS MANAGEMENT, DEPARTMENT OF THE INTERIOR, et al.",10/4/2006,12/11/2006,05-669,90480.0,9.0,6.0,0.0,198.0,326.0,127 S.Ct. 638,BP American Prod. v. Burton,2006.0,7.0,0.004374,68,2,"oil company, or natural gas prod",Department or Secretary of the I,Affirmed
